AGE_BAND,GENDER,drug_starpu,V1,pop,rate,base,star_pu
86+,Female,Sulfonamides and trimethoprim,152700,797992,0.191355301807537,0.0391554571575546,4.88706595960704
0-1,Male,Sulfonamides and trimethoprim,15020,638068,0.0235398108038642,0.0391554571575546,0.601188506346488
2-5,Male,Sulfonamides and trimethoprim,25722,1359751,0.0189166987191037,0.0391554571575546,0.483117810194025
6-10,Male,Sulfonamides and trimethoprim,19125,1827831,0.0104632211621315,0.0391554571575546,0.267222551381009
11-15,Male,Sulfonamides and trimethoprim,10731,1869008,0.00574154845779151,0.0391554571575546,0.146634693465295
16-20,Male,Sulfonamides and trimethoprim,8419,1784557,0.00471769744536039,0.0391554571575546,0.120486332885279
21-25,Male,Sulfonamides and trimethoprim,6280,1863510,0.00336998459895573,0.0391554571575546,0.0860667923093202
26-30,Male,Sulfonamides and trimethoprim,7266,1947065,0.00373177063939827,0.0391554571575546,0.0953065271178496
31-35,Male,Sulfonamides and trimethoprim,8967,2025452,0.00442715996231952,0.0391554571575546,0.113066230959976
36-40,Male,Sulfonamides and trimethoprim,10797,1944802,0.00555172197478201,0.0391554571575546,0.141786672351771
41-45,Male,Sulfonamides and trimethoprim,13526,1847890,0.00731969976567869,0.0391554571575546,0.186939453579242
46-50,Male,Sulfonamides and trimethoprim,16271,1848950,0.00880012980340193,0.0391554571575546,0.224748488262869
51-55,Male,Sulfonamides and trimethoprim,24944,2018546,0.0123574097394857,0.0391554571575546,0.3155986581835
56-60,Male,Sulfonamides and trimethoprim,35091,1973571,0.0177804598871791,0.0391554571575546,0.454099151891746
61-65,Male,Sulfonamides and trimethoprim,43111,1696457,0.0254123741421091,0.0391554571575546,0.649012321318437
66-70,Male,Sulfonamides and trimethoprim,47589,1412440,0.0336927586304551,0.0391554571575546,0.860486917439923
71-75,Male,Sulfonamides and trimethoprim,59669,1383264,0.0431363788835681,0.0391554571575546,1.10166965258495
76-80,Male,Sulfonamides and trimethoprim,68217,990701,0.0688573040705521,0.0391554571575546,1.75856212822347
81-85,Male,Sulfonamides and trimethoprim,55257,618650,0.0893186777661036,0.0391554571575546,2.28112973899656
86+,Male,Sulfonamides and trimethoprim,67558,467661,0.144459341274983,0.0391554571575546,3.68937950829446
51-55,Female,Antituberculosis drugs,758,2089624,0.000362744685168241,0.000459843289499487,0.788844142018616
61-65,Female,Antituberculosis drugs,809,1759295,0.000459843289499487,0.000459843289499487,1
61-65,Male,Antituberculosis drugs,1027,1696457,0.000605379328801143,0.000459843289499487,1.31649051454043
71-75,Male,Antituberculosis drugs,813,1383264,0.000587740301200638,0.000459843289499487,1.27813173448798
11-15,Female,Antituberculosis drugs,252,1778796,0.000141668859160916,0.000459843289499487,0.308080736189744
16-20,Female,Antituberculosis drugs,300,1685785,0.000177958636480927,0.000459843289499487,0.386998441740066
36-40,Female,Antituberculosis drugs,517,2068502,0.000249939328074133,0.000459843289499487,0.543531532984155
41-45,Female,Antituberculosis drugs,579,1931799,0.000299720623108305,0.000459843289499487,0.651788620063443
46-50,Female,Antituberculosis drugs,667,1904655,0.000350194654674994,0.000459843289499487,0.761552169340473
56-60,Female,Antituberculosis drugs,739,2050350,0.000360426268685834,0.000459843289499487,0.783802388587941
66-70,Female,Antituberculosis drugs,789,1507177,0.000523495249728466,0.000459843289499487,1.13842098315333
71-75,Female,Antituberculosis drugs,888,1530177,0.000580325021223035,0.000459843289499487,1.26200606701184
76-80,Female,Antituberculosis drugs,1110,1153142,0.000962587435025348,0.000459843289499487,2.09329451360064
81-85,Female,Antituberculosis drugs,502,801469,0.000626349865060283,0.000459843289499487,1.36209417286926
86+,Female,Antituberculosis drugs,579,797992,0.000725571183671014,0.000459843289499487,1.57786619972373
16-20,Male,Antituberculosis drugs,177,1784557,9.91842793477597e-05,0.000459843289499487,0.21569147927703
41-45,Male,Antituberculosis drugs,557,1847890,0.000301424868363377,0.000459843289499487,0.655494763643197
46-50,Male,Antituberculosis drugs,548,1848950,0.000296384434408719,0.000459843289499487,0.644533564317783
51-55,Male,Antituberculosis drugs,670,2018546,0.00033192208649196,0.000459843289499487,0.721815657793415
56-60,Male,Antituberculosis drugs,981,1973571,0.00049706851184984,0.000459843289499487,1.08095197472789
66-70,Male,Antituberculosis drugs,722,1412440,0.000511172155985387,0.000459843289499487,1.11162251936256
76-80,Male,Antituberculosis drugs,575,990701,0.000580397112751476,0.000459843289499487,1.26216284113487
81-85,Male,Antituberculosis drugs,328,618650,0.000530186696839893,0.000459843289499487,1.15297256466865
6-10,Female,Antituberculosis drugs,72,1744308,4.12771139041958e-05,0.000459843289499487,0.0897634364722895
21-25,Female,Antituberculosis drugs,441,1828351,0.000241200951020893,0.000459843289499487,0.524528587300743
26-30,Female,Antituberculosis drugs,542,2016286,0.000268811071445222,0.000459843289499487,0.584571043186923
31-35,Female,Antituberculosis drugs,596,2165311,0.000275249144349241,0.000459843289499487,0.598571623495548
21-25,Male,Antituberculosis drugs,315,1863510,0.000169035851699213,0.000459843289499487,0.367594473071899
26-30,Male,Antituberculosis drugs,349,1947065,0.000179244144391687,0.000459843289499487,0.389793976523576
31-35,Male,Antituberculosis drugs,556,2025452,0.000274506628643878,0.000459843289499487,0.59695690882575
36-40,Male,Antituberculosis drugs,337,1944802,0.000173282421552425,0.000459843289499487,0.37682929273804
0-1,Female,Antituberculosis drugs,10,608726,1.64277523877738e-05,0.000459843289499487,0.0357246756947448
2-5,Female,Antituberculosis drugs,63,1298119,4.85317601853143e-05,0.000459843289499487,0.10553978125491
0-1,Male,Antituberculosis drugs,32,638068,5.01513945222139e-05,0.000459843289499487,0.109061925372013
2-5,Male,Antituberculosis drugs,104,1359751,7.64845916642091e-05,0.000459843289499487,0.166327515070315
6-10,Male,Antituberculosis drugs,110,1827831,6.0180618448861e-05,0.000459843289499487,0.130872016234844
11-15,Male,Antituberculosis drugs,102,1869008,5.45744052459915e-05,0.000459843289499487,0.118680442864334
86+,Male,Antituberculosis drugs,278,467661,0.000594447687534346,0.000459843289499487,1.2927179782951
16-20,Female,Antileprotic drugs,35,1685785,2.07618409227749e-05,0.000636050236032047,0.0326418256713433
11-15,Female,Antileprotic drugs,26,1778796,1.46166283261262e-05,0.000636050236032047,0.0229803048534515
21-25,Female,Antileprotic drugs,78,1828351,4.26613926975728e-05,0.000636050236032047,0.0670723635977448
26-30,Female,Antileprotic drugs,215,2016286,0.000106631698082514,0.000636050236032047,0.167646660659586
31-35,Female,Antileprotic drugs,372,2165311,0.000171799801506573,0.000636050236032047,0.270104139223867
36-40,Female,Antileprotic drugs,603,2068502,0.000291515309146426,0.000636050236032047,0.45832120268522
41-45,Female,Antileprotic drugs,633,1931799,0.000327673841843794,0.000636050236032047,0.51516975119444
46-50,Female,Antileprotic drugs,785,1904655,0.000412148131813898,0.000636050236032047,0.647980471456239
51-55,Female,Antileprotic drugs,859,2089624,0.000411078739524431,0.000636050236032047,0.646299169840602
56-60,Female,Antileprotic drugs,1119,2050350,0.000545760479918063,0.000636050236032047,0.858046187236326
61-65,Female,Antileprotic drugs,1119,1759295,0.000636050236032047,0.000636050236032047,1
66-70,Female,Antileprotic drugs,1116,1507177,0.000740457159311746,0.000636050236032047,1.16414886335242
71-75,Female,Antileprotic drugs,937,1530177,0.000612347460457189,0.000636050236032047,0.962734428458472
76-80,Female,Antileprotic drugs,918,1153142,0.000796085824642585,0.000636050236032047,1.25160841006665
81-85,Female,Antileprotic drugs,660,801469,0.000823487870397982,0.000636050236032047,1.29468998476481
86+,Female,Antileprotic drugs,906,797992,0.00113534972781682,0.000636050236032047,1.78500008882886
6-10,Male,Antileprotic drugs,11,1827831,6.0180618448861e-06,0.000636050236032047,0.00946161404235825
11-15,Male,Antileprotic drugs,20,1869008,1.07008637737238e-05,0.000636050236032047,0.0168239286262676
16-20,Male,Antileprotic drugs,51,1784557,2.85785211679986e-05,0.000636050236032047,0.0449312327062145
21-25,Male,Antileprotic drugs,72,1863510,3.86367661026772e-05,0.000636050236032047,0.0607448341560407
26-30,Male,Antileprotic drugs,63,1947065,3.23563928271527e-05,0.000636050236032047,0.0508708133323017
31-35,Male,Antileprotic drugs,269,2025452,0.000132809861700006,0.000636050236032047,0.2088040443606
36-40,Male,Antileprotic drugs,234,1944802,0.000120320731879132,0.000636050236032047,0.189168598741106
41-45,Male,Antileprotic drugs,305,1847890,0.000165053114633447,0.000636050236032047,0.259496978828463
46-50,Male,Antileprotic drugs,681,1848950,0.000368317152978718,0.000636050236032047,0.579069281188287
51-55,Male,Antileprotic drugs,827,2018546,0.000409700844072912,0.000636050236032047,0.644132838671361
56-60,Male,Antileprotic drugs,1279,1973571,0.000648063839608507,0.000636050236032047,1.01888782189817
61-65,Male,Antileprotic drugs,1703,1696457,0.00100385686168291,0.000636050236032047,1.57826662866348
66-70,Male,Antileprotic drugs,1284,1412440,0.000909065163829968,0.000636050236032047,1.42923485022363
71-75,Male,Antileprotic drugs,1488,1383264,0.00107571656603512,0.000636050236032047,1.69124466134294
76-80,Male,Antileprotic drugs,1457,990701,0.00147067581439809,0.000636050236032047,2.31220072108265
81-85,Male,Antileprotic drugs,891,618650,0.0014402327648913,0.000636050236032047,2.2643380715902
86+,Male,Antileprotic drugs,1083,467661,0.0023157800201428,0.000636050236032047,3.64087597009573
0-1,Female,"Metronidazole, tinidazole and ornidazole",178,608726,0.000292413992502374,0.0103922309788864,0.0281377495454501
2-5,Female,"Metronidazole, tinidazole and ornidazole",717,1298119,0.000552337651632863,0.0103922309788864,0.0531490930826143
6-10,Female,"Metronidazole, tinidazole and ornidazole",1296,1744308,0.000742988050275525,0.0103922309788864,0.0714945666416605
11-15,Female,"Metronidazole, tinidazole and ornidazole",2605,1778796,0.00146447372267534,0.0103922309788864,0.140920051300887
16-20,Female,"Metronidazole, tinidazole and ornidazole",17166,1685785,0.0101827931794387,0.0103922309788864,0.979846695105865
21-25,Female,"Metronidazole, tinidazole and ornidazole",36676,1828351,0.0200596056227716,0.0103922309788864,1.93025017087534
26-30,Female,"Metronidazole, tinidazole and ornidazole",44762,2016286,0.022200223579393,0.0103922309788864,2.13623269387454
31-35,Female,"Metronidazole, tinidazole and ornidazole",46724,2165311,0.0215784245311643,0.0103922309788864,2.0763996272797
36-40,Female,"Metronidazole, tinidazole and ornidazole",38870,2068502,0.0187913765613956,0.0103922309788864,1.80821390513485
41-45,Female,"Metronidazole, tinidazole and ornidazole",30555,1931799,0.0158168629344978,0.0103922309788864,1.52198916350421
46-50,Female,"Metronidazole, tinidazole and ornidazole",24358,1904655,0.0127886677639783,0.0103922309788864,1.23059887621441
51-55,Female,"Metronidazole, tinidazole and ornidazole",22868,2089624,0.0109435955942313,0.0103922309788864,1.05305546195664
56-60,Female,"Metronidazole, tinidazole and ornidazole",21023,2050350,0.0102533713756188,0.0103922309788864,0.986638133472038
61-65,Female,"Metronidazole, tinidazole and ornidazole",18283,1759295,0.0103922309788864,0.0103922309788864,1
66-70,Female,"Metronidazole, tinidazole and ornidazole",15558,1507177,0.0103226097532009,0.0103922309788864,0.993300646817125
71-75,Female,"Metronidazole, tinidazole and ornidazole",15123,1530177,0.00988317037832878,0.0103922309788864,0.951015272698241
76-80,Female,"Metronidazole, tinidazole and ornidazole",13787,1153142,0.0119560296997248,0.0103922309788864,1.15047767163908
81-85,Female,"Metronidazole, tinidazole and ornidazole",9133,801469,0.0113953253338557,0.0103922309788864,1.09652348538127
86+,Female,"Metronidazole, tinidazole and ornidazole",9792,797992,0.0122707997072652,0.0103922309788864,1.18076664502506
0-1,Male,"Metronidazole, tinidazole and ornidazole",196,638068,0.00030717729144856,0.0103922309788864,0.0295583587463214
2-5,Male,"Metronidazole, tinidazole and ornidazole",699,1359751,0.000514064707435406,0.0103922309788864,0.0494662511331604
6-10,Male,"Metronidazole, tinidazole and ornidazole",1050,1827831,0.000574451357920946,0.0103922309788864,0.0552770005870771
11-15,Male,"Metronidazole, tinidazole and ornidazole",1548,1869008,0.000828246856086223,0.0103922309788864,0.079698657369043
16-20,Male,"Metronidazole, tinidazole and ornidazole",2479,1784557,0.00138914027402879,0.0103922309788864,0.133671035300415
21-25,Male,"Metronidazole, tinidazole and ornidazole",3445,1863510,0.00184866193366282,0.0103922309788864,0.177888841906871
26-30,Male,"Metronidazole, tinidazole and ornidazole",4891,1947065,0.00251198598916831,0.0103922309788864,0.241717682591143
31-35,Male,"Metronidazole, tinidazole and ornidazole",6388,2025452,0.00315386392765664,0.0103922309788864,0.303482855035098
36-40,Male,"Metronidazole, tinidazole and ornidazole",7292,1944802,0.00374948195240441,0.0103922309788864,0.360796633564257
41-45,Male,"Metronidazole, tinidazole and ornidazole",7890,1847890,0.00426973467035376,0.0103922309788864,0.410858330519062
46-50,Male,"Metronidazole, tinidazole and ornidazole",8022,1848950,0.00433867870953785,0.0103922309788864,0.417492520937285
51-55,Male,"Metronidazole, tinidazole and ornidazole",9237,2018546,0.00457606613869587,0.0103922309788864,0.440335299320514
56-60,Male,"Metronidazole, tinidazole and ornidazole",10058,1973571,0.00509634565972038,0.0103922309788864,0.49039957542076
61-65,Male,"Metronidazole, tinidazole and ornidazole",9457,1696457,0.00557455921370244,0.0103922309788864,0.536416023183867
66-70,Male,"Metronidazole, tinidazole and ornidazole",8666,1412440,0.0061354818611764,0.0103922309788864,0.5903912137482
71-75,Male,"Metronidazole, tinidazole and ornidazole",7815,1383264,0.00564968075508363,0.0103922309788864,0.543644648253287
76-80,Male,"Metronidazole, tinidazole and ornidazole",7186,990701,0.00725344982996888,0.0103922309788864,0.697968496341689
81-85,Male,"Metronidazole, tinidazole and ornidazole",4577,618650,0.00739836741291522,0.0103922309788864,0.711913296379406
86+,Male,"Metronidazole, tinidazole and ornidazole",4261,467661,0.00911130070713615,0.0103922309788864,0.876741551034354
0-1,Female,Quinolones,238,608726,0.000390980506829017,0.00910592026919874,0.0429369569763892
2-5,Female,Quinolones,785,1298119,0.000604721138817011,0.00910592026919874,0.066409667660117
6-10,Female,Quinolones,981,1744308,0.000562400676944668,0.00910592026919874,0.0617620910702478
11-15,Female,Quinolones,943,1778796,0.000530133865828347,0.00910592026919874,0.0582185929764346
16-20,Female,Quinolones,3617,1685785,0.00214558796050505,0.00910592026919874,0.235625603681444
21-25,Female,Quinolones,5968,1828351,0.00326414348229634,0.00910592026919874,0.358463876884304
26-30,Female,Quinolones,7638,2016286,0.00378815306955462,0.00910592026919874,0.416009909769169
31-35,Female,Quinolones,8761,2165311,0.00404607005644917,0.00910592026919874,0.444334008736625
36-40,Female,Quinolones,9063,2068502,0.00438143158672315,0.00910592026919874,0.481162964005249
41-45,Female,Quinolones,9478,1931799,0.00490630754027722,0.00910592026919874,0.538804140079402
46-50,Female,Quinolones,9718,1904655,0.00510223636301587,0.00910592026919874,0.56032078166492
51-55,Female,Quinolones,13126,2089624,0.00628151284633025,0.00910592026919874,0.689827349749349
56-60,Female,Quinolones,15182,2050350,0.00740458946033604,0.00910592026919874,0.813162123259794
61-65,Female,Quinolones,16020,1759295,0.00910592026919874,0.00910592026919874,1
66-70,Female,Quinolones,16283,1507177,0.0108036415099222,0.00910592026919874,1.18644147878892
71-75,Female,Quinolones,20586,1530177,0.0134533455933529,0.00910592026919874,1.47742844167652
76-80,Female,Quinolones,22342,1153142,0.0193748905165192,0.00910592026919874,2.12772459496003
81-85,Female,Quinolones,16011,801469,0.0199770671105183,0.00910592026919874,2.19385482410732
86+,Female,Quinolones,17536,797992,0.0219751576456907,0.00910592026919874,2.41328245757025
0-1,Male,Quinolones,301,638068,0.000471736554724575,0.00910592026919874,0.0518054782799108
2-5,Male,Quinolones,736,1359751,0.00054127557177748,0.00910592026919874,0.0594421602403409
6-10,Male,Quinolones,771,1827831,0.00042181142567338,0.00910592026919874,0.0463227672990043
11-15,Male,Quinolones,1251,1869008,0.000669339029046425,0.00910592026919874,0.0735059180465811
16-20,Male,Quinolones,3236,1784557,0.00181333518626752,0.00910592026919874,0.199138047847972
21-25,Male,Quinolones,5734,1863510,0.0030769891226771,0.00910592026919874,0.337910835117366
26-30,Male,Quinolones,8399,1947065,0.00431367211675008,0.00910592026919874,0.473721709527955
31-35,Male,Quinolones,11487,2025452,0.00567132669646084,0.00910592026919874,0.622817521875785
36-40,Male,Quinolones,12297,1944802,0.00632300871759696,0.00910592026919874,0.694384370900421
41-45,Male,Quinolones,13070,1847890,0.00707293183035787,0.00910592026919874,0.776739925373873
46-50,Male,Quinolones,13957,1848950,0.00754860866978555,0.00910592026919874,0.828978120456328
51-55,Male,Quinolones,17804,2018546,0.00882021019089979,0.00910592026919874,0.968623700861363
56-60,Male,Quinolones,21200,1973571,0.0107419494915562,0.00910592026919874,1.17966654374203
61-65,Male,Quinolones,22604,1696457,0.0133242398716855,0.00910592026919874,1.46325022378633
66-70,Male,Quinolones,21692,1412440,0.0153578205091898,0.00910592026919874,1.68657533287859
71-75,Male,Quinolones,23893,1383264,0.017272913919541,0.00910592026919874,1.89688833296373
76-80,Male,Quinolones,23312,990701,0.0235308130303694,0.00910592026919874,2.5841224538242
81-85,Male,Quinolones,15184,618650,0.0245437646488321,0.00910592026919874,2.69536344743241
86+,Male,Quinolones,13625,467661,0.0291343515922859,0.00910592026919874,3.19949557331776
11-15,Female,Urinary-tract infections,27523,1778796,0.0154728254392297,0.144307805115117,0.107220987990821
16-20,Female,Urinary-tract infections,116115,1685785,0.0688788902499429,0.144307805115117,0.477305369553621
21-25,Female,Urinary-tract infections,155042,1828351,0.0847988159822704,0.144307805115117,0.58762459809173
26-30,Female,Urinary-tract infections,182404,2016286,0.0904653407304321,0.144307805115117,0.626891529936764
31-35,Female,Urinary-tract infections,195060,2165311,0.0900840572093339,0.144307805115117,0.624249375406078
36-40,Female,Urinary-tract infections,190223,2068502,0.0919617191571485,0.144307805115117,0.637260881930737
41-45,Female,Urinary-tract infections,178861,1931799,0.0925877899305259,0.144307805115117,0.641599322064852
46-50,Female,Urinary-tract infections,176304,1904655,0.0925647951991306,0.144307805115117,0.641439977035822
51-55,Female,Urinary-tract infections,217639,2089624,0.104152230257692,0.144307805115117,0.721736639086209
56-60,Female,Urinary-tract infections,248003,2050350,0.12095642207428,0.144307805115117,0.838183506275289
61-65,Female,Urinary-tract infections,253880,1759295,0.144307805115117,0.144307805115117,1
66-70,Female,Urinary-tract infections,254068,1507177,0.168572105333348,0.144307805115117,1.16814267391064
71-75,Female,Urinary-tract infections,301126,1530177,0.196791612996405,0.144307805115117,1.3636934803313
76-80,Female,Urinary-tract infections,330518,1153142,0.286623850315052,0.144307805115117,1.98619783653703
81-85,Female,Urinary-tract infections,259300,801469,0.323530916354843,0.144307805115117,2.24195022643963
86+,Female,Urinary-tract infections,301476,797992,0.377793261085324,0.144307805115117,2.61796831282931
11-15,Male,Urinary-tract infections,3362,1869008,0.00179881520036297,0.144307805115117,0.0124651275717763
16-20,Male,Urinary-tract infections,6441,1784557,0.00360929911457017,0.144307805115117,0.025011115037686
21-25,Male,Urinary-tract infections,8818,1863510,0.00473193060407511,0.144307805115117,0.0327905382546727
26-30,Male,Urinary-tract infections,12289,1947065,0.00631155097544253,0.144307805115117,0.0437367263011705
31-35,Male,Urinary-tract infections,15375,2025452,0.00759089822913602,0.144307805115117,0.0526021321097678
36-40,Male,Urinary-tract infections,17586,1944802,0.00904256577276247,0.144307805115117,0.0626616541326302
41-45,Male,Urinary-tract infections,21730,1847890,0.011759357970442,0.144307805115117,0.0814880245809386
46-50,Male,Urinary-tract infections,26697,1848950,0.0144390059222802,0.144307805115117,0.100056999070577
51-55,Male,Urinary-tract infections,38707,2018546,0.0191756838833497,0.144307805115117,0.132880434762714
56-60,Male,Urinary-tract infections,52990,1973571,0.0268498067715831,0.144307805115117,0.186059283142478
61-65,Male,Urinary-tract infections,66037,1696457,0.0389264213593389,0.144307805115117,0.269745779365756
66-70,Male,Urinary-tract infections,75397,1412440,0.0533806745773272,0.144307805115117,0.369908436586257
71-75,Male,Urinary-tract infections,95797,1383264,0.0692543144331089,0.144307805115117,0.479906921028031
76-80,Male,Urinary-tract infections,105891,990701,0.106884922898029,0.144307805115117,0.740673193752511
81-85,Male,Urinary-tract infections,85093,618650,0.137546270104259,0.144307805115117,0.953145049878182
86+,Male,Urinary-tract infections,94029,467661,0.201062307953838,0.144307805115117,1.39328782523889
0-1,Female,Urinary-tract infections,649,608726,0.00106616112996652,0.144307805115117,0.00738810440028537
2-5,Female,Urinary-tract infections,3584,1298119,0.00276091791276455,0.144307805115117,0.0191321454204234
6-10,Female,Urinary-tract infections,6503,1744308,0.00372812599609702,0.144307805115117,0.025834541611405
0-1,Male,Urinary-tract infections,706,638068,0.00110646514164634,0.144307805115117,0.00766739637376992
2-5,Male,Urinary-tract infections,1177,1359751,0.000865599657584366,0.144307805115117,0.00599828718130569
6-10,Male,Urinary-tract infections,1245,1827831,0.000681135181534836,0.144307805115117,0.0047200162249816
16-20,Female,Aminoglycosides,14,1685785,8.30473636910994e-06,5.79777695042617e-05,0.143240011475424
2-5,Female,Antileprotic drugs,1,1298119,7.70345399766894e-07,0.000636050236032047,0.00121113924046729
6-10,Female,Antileprotic drugs,9,1744308,5.15963923802448e-06,0.000636050236032047,0.00811199956502258
2-5,Male,Antileprotic drugs,3,1359751,2.20628629800603e-06,0.000636050236032047,0.00346872962703353
0-1,Female,Tetracyclines,4,608726,6.57110095510952e-06,0.154912621248853,4.24181122373087e-05
2-5,Female,Tetracyclines,8,1298119,6.16276319813515e-06,0.154912621248853,3.97821891363858e-05
2-5,Male,Aminoglycosides,14,1359751,1.02960027240281e-05,5.79777695042617e-05,0.177585354042834
0-1,Male,Tetracyclines,1,638068,1.56723107881919e-06,0.154912621248853,1.01168714736392e-05
